district,hour,demand,supply,weather_score,event_score,historical_congestion,pool_acceptance,pickup_flexibility,fare_sensitivity,risk_score
D4,13,52,118,0.78,0.51,0.63,0.08,0.25,0.32,0.19
D1,23,91,98,0.92,0.47,0.33,0.73,0.58,0.63,0.23
D5,0,25,52,0.38,0.45,0.55,0.5,0.7,0.04,0.19
D10,10,49,107,0.51,0.33,0.26,0.8,0.81,0.59,0.13
D5,16,73,116,0.36,0.53,0.31,0.66,0.35,0.72,0.17
D4,3,30,60,0.26,0.45,0.65,0.73,0.81,0.36,0.21
D6,11,25,40,0.75,0.04,0.15,0.31,0.46,0.22,0.14
D10,9,206,61,0.34,0.26,0.62,0.26,0.1,0.21,0.72
D4,5,85,82,0.43,0.21,0.85,0.6,0.85,0.08,0.34
D7,0,118,65,0.4,0.87,0.12,0.2,0.55,0.09,0.35
D7,6,36,57,0.71,0.6,0.9,0.82,0.6,0.17,0.28
D2,20,111,51,0.92,0.76,0.08,0.52,0.94,0.02,0.4
D3,15,26,44,0.67,0.96,0.35,0.23,0.56,0.27,0.17
D1,23,115,40,0.47,0.64,0.61,0.63,0.01,0.31,0.62
D8,13,43,96,0.78,0.98,0.56,0.95,0.87,1.0,0.18
D9,22,49,99,0.64,0.31,0.1,0.08,0.28,0.99,0.11
D4,19,195,63,0.06,0.19,0.8,0.11,0.5,0.19,0.7
D6,19,170,67,0.1,0.4,0.97,0.84,0.2,0.21,0.63
D9,5,70,73,0.04,0.47,0.18,0.11,0.3,0.49,0.21
D6,21,114,42,0.46,0.9,0.9,0.04,0.69,0.15,0.65
D12,4,109,41,0.83,0.56,0.56,0.35,0.43,0.5,0.57
D12,23,101,38,0.31,0.29,0.94,0.47,0.63,0.4,0.64
D12,20,104,77,0.38,0.74,0.18,0.57,0.82,0.32,0.28
D9,17,178,102,0.91,0.51,0.79,0.51,0.34,0.82,0.46
D4,14,75,69,0.84,0.16,0.06,0.91,0.57,0.83,0.21
D8,5,43,127,0.67,0.58,0.88,0.77,0.78,0.99,0.22
D9,18,201,93,0.27,0.91,0.67,0.98,0.72,0.22,0.51
D4,0,52,52,0.12,0.84,0.37,0.48,0.54,0.89,0.25
D5,0,96,83,0.02,0.59,0.19,0.08,0.38,0.54,0.24
D8,12,72,78,0.11,0.38,0.82,0.96,0.41,0.59,0.32
D12,2,97,107,0.29,0.09,0.6,0.0,0.43,0.9,0.27
D10,9,209,98,0.55,0.47,0.36,0.78,0.35,0.94,0.45
D6,20,79,119,0.06,0.75,0.44,0.03,0.7,0.73,0.2
D12,2,109,94,0.14,0.36,0.83,0.76,0.13,0.35,0.36
D7,8,161,106,0.18,0.24,0.34,0.94,0.97,0.49,0.34
D3,7,208,101,0.63,0.93,0.09,0.39,0.78,0.62,0.39
D7,2,40,47,0.62,0.82,0.91,0.24,0.3,0.83,0.32
D12,12,113,89,0.55,0.64,0.39,0.23,0.04,0.66,0.3
D8,5,32,53,0.25,0.14,0.35,0.49,0.71,0.37,0.17
D10,12,49,31,0.37,0.14,0.2,0.17,0.73,0.42,0.32
D6,22,102,54,0.1,0.1,0.9,0.67,0.96,0.05,0.5
D10,19,179,63,0.23,0.62,0.22,0.37,0.25,0.92,0.55
D9,19,135,61,0.9,0.12,0.64,0.32,0.08,0.09,0.51
D6,11,103,116,0.98,0.84,0.88,0.46,0.92,0.58,0.32
D12,12,49,59,0.65,0.99,0.03,0.54,0.26,0.87,0.15
D9,1,57,87,0.92,0.37,0.83,0.14,0.72,0.42,0.27
D4,20,113,70,0.64,0.45,0.41,0.71,0.06,0.8,0.36
D8,23,113,86,0.03,0.71,0.66,0.88,0.76,0.8,0.36
D11,22,55,93,1.0,0.94,0.37,0.28,0.13,0.06,0.17
D4,15,117,45,0.1,0.89,0.7,0.18,0.7,0.41,0.59
D2,22,107,107,0.68,0.06,0.25,0.76,0.53,0.69,0.23
D10,5,109,101,0.25,0.17,0.02,0.18,0.96,0.42,0.2
D11,18,143,80,0.39,0.75,0.95,0.04,0.04,0.55,0.49
D9,20,85,97,0.65,0.69,0.02,0.62,0.29,0.59,0.16
D5,12,84,84,0.44,0.13,0.82,0.24,0.07,0.15,0.33
D4,16,103,107,0.25,0.5,0.17,0.17,0.88,0.41,0.2
D2,22,59,54,0.33,0.78,0.39,0.98,0.59,0.03,0.27
D1,8,154,52,0.34,0.22,0.82,0.29,0.53,0.15,0.68
D11,16,88,55,0.96,0.87,0.21,0.9,0.13,0.51,0.32
D7,1,59,67,0.8,0.05,0.87,0.18,0.49,0.57,0.32
D6,18,167,53,0.46,0.78,0.5,0.82,0.4,0.15,0.65
D2,18,136,79,0.2,0.62,0.37,0.5,0.32,0.76,0.38
D8,23,49,48,0.81,0.32,0.66,0.08,0.77,0.37,0.3
D11,6,54,62,0.16,0.72,0.34,0.73,0.06,0.92,0.22
D4,21,52,107,0.21,0.78,0.35,0.89,0.65,0.39,0.15
D8,9,167,59,0.37,0.93,0.73,0.16,0.82,0.15,0.64
D7,9,186,77,0.88,0.37,0.31,0.73,0.91,0.76,0.49
D5,19,207,85,0.13,0.69,0.2,0.45,0.75,0.57,0.47
D10,8,167,65,0.12,0.6,0.81,0.75,0.28,0.39,0.61
D10,16,40,121,0.49,0.53,0.81,0.71,0.6,0.36,0.21
D12,14,116,35,0.28,0.89,0.5,0.03,0.14,0.15,0.68
D8,1,60,44,0.57,0.0,0.53,0.18,0.12,0.34,0.34
D9,3,22,72,0.45,0.28,0.7,0.47,0.64,0.03,0.18
D5,18,176,84,0.43,0.54,0.51,0.93,0.85,0.5,0.47
D10,16,33,95,0.11,0.18,0.42,0.34,0.07,0.9,0.14
D5,4,48,33,0.14,0.91,0.99,0.63,0.11,0.8,0.44
D2,6,45,41,0.82,0.65,0.15,0.01,0.57,0.03,0.22
D5,17,131,66,0.89,0.48,0.59,0.71,0.22,0.88,0.46
D3,20,54,39,0.23,0.81,0.89,0.6,0.61,0.45,0.41
D7,21,105,72,0.11,0.45,0.69,0.72,0.21,0.19,0.39
D10,6,40,44,0.05,0.56,0.88,0.9,0.12,0.75,0.32
D5,16,54,114,0.61,0.0,0.34,0.15,0.55,0.32,0.15
D8,6,104,114,0.72,0.37,0.27,0.26,0.86,0.25,0.21
D1,3,79,73,0.37,0.14,0.85,1.0,0.69,0.16,0.35
D3,7,225,104,0.68,0.69,0.39,0.16,0.82,0.49,0.46
D3,12,24,102,0.71,0.48,0.71,0.72,0.27,0.09,0.17
D9,3,37,50,0.94,0.3,0.15,0.73,0.89,0.79,0.16
D5,5,91,127,0.06,0.47,0.76,0.68,0.38,0.47,0.27
D12,4,93,80,0.19,0.21,0.55,0.23,0.85,0.45,0.31
D9,11,60,53,0.07,0.93,0.27,0.22,0.47,0.0,0.25
D9,3,43,125,0.87,0.05,0.49,0.67,0.27,0.82,0.15
D1,23,116,67,0.79,0.87,0.7,0.19,0.26,0.49,0.44
D2,8,173,106,0.57,0.51,0.01,0.66,0.57,0.44,0.3
D5,3,78,63,0.08,0.62,0.64,0.49,0.08,0.76,0.34
D4,18,204,80,0.27,0.3,0.54,0.39,0.93,0.06,0.56
D10,23,101,52,0.3,0.97,0.22,0.3,0.27,0.37,0.39
D9,13,105,72,0.56,0.28,0.75,0.95,0.34,0.58,0.4
D7,4,101,69,0.26,0.59,0.3,0.51,0.23,0.46,0.32
D6,17,176,90,0.07,0.99,0.28,0.56,0.0,0.18,0.4
D7,9,176,88,0.73,0.88,0.47,0.95,0.69,0.3,0.45
D1,18,149,62,0.3,0.54,0.68,0.65,0.59,0.3,0.55
D1,11,84,97,0.45,0.99,0.93,0.96,0.81,0.99,0.33
D8,17,153,85,0.13,0.7,0.14,0.11,0.04,0.33,0.35
D2,16,55,74,0.8,0.21,0.4,0.85,0.93,0.21,0.21
D12,23,21,57,0.57,0.41,0.07,0.34,0.33,0.82,0.08
D10,10,45,52,0.9,0.33,0.76,0.81,0.91,0.42,0.29
D11,2,98,65,0.5,0.34,0.45,0.86,0.11,0.44,0.35
D9,22,110,35,0.94,0.76,0.71,0.27,0.74,0.55,0.69
D7,16,54,67,0.89,0.58,0.32,0.41,0.58,0.6,0.2
D6,0,54,129,0.58,0.04,0.84,0.73,0.36,0.59,0.23
D1,14,93,123,0.93,0.88,0.53,0.1,0.08,0.03,0.23
D1,8,182,90,0.32,0.3,0.94,0.76,0.6,0.82,0.54
D2,14,57,122,0.37,1.0,0.08,0.11,0.03,0.19,0.1
D6,23,78,72,0.05,0.95,0.51,0.91,0.5,0.29,0.29
D6,2,23,34,0.59,0.94,0.77,0.28,0.6,0.17,0.26
D2,21,87,129,0.72,0.81,0.6,0.58,0.73,0.77,0.23
D1,18,174,65,0.77,0.22,0.02,0.12,0.99,0.58,0.48
D10,12,44,107,0.15,0.53,0.97,0.27,0.26,0.76,0.25
D5,11,30,58,0.44,0.22,0.3,0.4,0.32,0.65,0.15
D5,19,163,71,0.18,0.26,0.25,0.49,0.34,0.1,0.46
D2,0,33,53,0.66,0.61,0.49,0.0,0.73,0.3,0.2
D6,20,78,68,0.16,0.04,0.54,0.89,0.93,0.51,0.3
D9,16,45,72,0.9,0.97,0.77,0.01,0.97,0.3,0.25
D2,12,55,68,0.23,0.92,0.39,0.77,0.95,0.21,0.22
D10,0,80,45,0.29,0.38,0.44,0.47,0.88,0.87,0.4
D2,9,231,108,0.85,0.52,0.53,0.52,0.99,0.75,0.48
D3,14,115,35,0.46,0.47,0.39,0.21,0.38,0.35,0.65
D7,6,117,85,0.02,0.88,0.91,0.61,0.95,0.77,0.41
D6,21,27,123,0.49,0.69,0.85,0.54,0.76,0.63,0.19
D12,17,156,56,0.08,0.28,0.45,0.16,0.17,0.0,0.58
D8,15,46,118,0.99,0.45,0.0,0.24,0.05,0.38,0.07
D8,13,65,70,0.59,0.43,0.9,0.07,0.21,0.29,0.33
D6,17,208,74,0.26,0.96,0.12,0.07,0.78,0.22,0.53
D12,6,105,47,0.56,0.18,0.24,0.01,0.63,0.25,0.44
D11,16,31,116,0.08,0.09,0.15,0.22,0.22,0.94,0.08
D10,17,180,94,0.8,0.88,0.18,0.68,0.74,0.49,0.38
D3,11,58,118,0.93,0.9,0.8,0.32,0.14,0.85,0.23
D3,7,139,79,0.87,0.87,0.58,0.34,0.82,0.21,0.42
D1,21,93,127,0.34,0.51,0.96,0.13,0.79,0.17,0.31
D7,1,96,83,0.33,0.66,0.23,0.58,0.97,0.89,0.25
D5,6,48,70,0.04,0.56,0.49,0.34,0.15,0.5,0.21
D4,3,28,92,0.65,0.07,0.98,0.68,0.91,0.9,0.23
D10,17,206,86,0.53,0.6,0.83,0.74,0.34,0.06,0.58
D4,5,33,102,0.46,0.01,0.73,0.58,0.42,0.92,0.19
D4,8,201,88,0.91,0.32,0.19,0.28,0.47,0.42,0.45
D6,8,169,103,0.17,0.93,0.77,0.51,0.63,0.16,0.44
D8,13,22,84,0.01,0.3,0.35,0.25,0.99,0.68,0.11
D8,7,249,96,0.07,0.94,0.53,0.9,0.6,0.8,0.56
D5,18,233,82,0.22,0.25,0.61,0.77,0.93,0.05,0.62
D6,2,115,100,0.03,0.31,0.61,0.49,0.26,0.99,0.32
D4,17,148,83,0.5,0.63,0.73,0.97,0.4,0.7,0.45
D12,4,97,79,0.31,0.76,0.66,0.55,0.5,0.32,0.34
D11,13,66,75,0.18,0.5,0.07,0.33,0.32,0.15,0.17
D9,3,75,86,0.75,0.88,0.46,0.1,0.98,0.39,0.24
D8,6,102,80,0.2,0.04,0.66,0.54,0.73,0.22,0.35
D10,19,183,108,0.69,0.92,0.3,0.86,0.48,0.49,0.36
D12,11,109,110,0.35,0.2,0.31,0.87,0.75,0.78,0.24
D10,1,47,48,0.51,0.88,0.12,0.6,0.47,0.66,0.2
D1,10,46,77,0.93,0.4,0.42,0.39,0.02,0.44,0.18
D2,13,38,126,0.04,0.83,0.99,0.65,0.54,0.12,0.23
D9,21,70,36,0.5,0.67,0.29,0.76,0.63,0.96,0.4
D8,22,48,72,0.85,0.18,0.53,0.41,0.98,0.27,0.22
D3,15,88,123,0.59,0.92,0.74,0.48,0.04,0.28,0.26
D8,19,242,92,0.28,0.25,0.01,0.68,0.51,0.65,0.48
D12,5,77,37,0.4,0.24,0.9,0.88,0.1,0.77,0.53
D1,22,61,105,0.68,0.81,0.39,0.79,0.15,0.98,0.18
D10,3,61,42,0.89,0.11,0.87,0.02,0.61,0.97,0.42
D4,14,45,47,0.04,0.22,0.04,0.12,0.23,0.91,0.18
D3,23,61,80,0.07,0.5,0.15,0.85,0.75,0.44,0.16
D6,0,103,45,0.33,0.83,0.32,0.83,0.51,0.17,0.47
D7,6,22,120,0.23,0.15,0.35,0.39,0.22,0.58,0.1
D4,11,98,127,0.26,0.55,0.85,0.58,0.49,0.02,0.29
D7,9,174,71,0.22,0.71,0.01,0.91,0.0,0.2,0.44
D9,4,42,88,0.2,0.86,0.64,0.91,0.86,0.0,0.2
D11,11,81,97,0.13,0.94,0.13,0.78,0.01,0.18,0.17
D2,17,244,103,0.93,0.78,0.82,0.21,0.01,0.47,0.58
D11,9,186,90,0.14,0.65,0.78,0.73,0.61,0.39,0.51
D3,5,42,89,0.2,0.43,0.5,0.1,0.97,0.37,0.18
D5,11,92,117,0.25,0.11,0.21,0.89,0.86,0.83,0.18
D3,6,104,84,0.93,0.71,0.63,0.15,0.25,0.67,0.34
D11,17,246,65,0.76,0.99,0.16,0.66,0.2,0.94,0.71
D8,1,82,85,0.79,0.74,0.19,0.61,0.63,0.45,0.21
D12,9,184,74,0.1,0.02,0.63,0.78,0.82,0.27,0.56
D10,14,45,78,0.84,0.5,0.99,0.55,0.36,0.12,0.28
D8,11,82,74,0.41,0.61,0.89,0.06,0.43,0.67,0.36
D8,16,92,108,0.26,0.69,0.59,0.71,0.12,0.84,0.26
D12,3,58,126,0.58,0.72,0.54,0.38,0.15,0.18,0.18
D12,6,84,98,0.82,0.56,1.0,0.32,0.57,0.88,0.34
D9,8,185,58,0.78,0.22,0.55,0.99,0.1,0.53,0.67
D4,18,237,55,0.89,0.94,0.42,0.59,0.2,0.14,0.85
D5,22,47,74,0.93,0.7,0.91,0.71,0.23,0.64,0.28
D5,6,45,57,0.24,0.24,0.23,0.53,0.44,0.52,0.18
D8,22,59,44,0.42,0.32,0.1,0.77,0.05,0.03,0.26
D7,1,25,56,0.01,0.92,0.63,0.75,0.5,0.4,0.19
D9,5,57,97,0.88,0.89,0.1,0.66,0.93,0.78,0.12
D8,17,204,70,0.15,0.41,0.37,1.0,0.02,0.56,0.59
D2,5,83,59,0.86,0.04,0.42,0.46,0.63,0.28,0.33
D10,12,101,128,0.33,0.05,0.55,0.71,0.84,0.93,0.24
D12,18,132,61,0.37,0.28,0.99,0.8,0.31,0.24,0.57
D4,1,110,59,0.04,0.63,0.22,0.38,0.13,0.25,0.37
D6,11,104,67,0.33,0.58,0.38,0.46,0.04,0.35,0.35
D12,14,104,89,0.89,0.63,0.13,0.97,0.64,0.89,0.23
D2,13,57,44,0.03,0.72,0.61,0.03,0.55,0.51,0.34
D7,5,37,81,0.41,0.02,0.73,0.34,0.23,0.68,0.22
D3,17,158,97,0.03,0.11,0.48,0.49,0.83,0.98,0.38
D3,4,79,50,0.37,0.36,0.25,0.0,0.74,0.78,0.33
D11,17,146,90,0.17,0.15,0.62,0.9,0.28,0.17,0.41
D2,2,37,86,0.25,0.08,0.54,0.29,0.75,0.79,0.18
D11,2,56,89,0.88,0.64,0.17,0.26,0.24,0.75,0.14
D8,21,57,41,0.44,0.82,0.41,0.82,0.68,0.23,0.32
D6,21,94,113,0.27,0.75,0.44,0.28,0.12,0.33,0.23
D1,9,202,50,0.59,0.82,0.98,0.66,0.69,0.71,0.9
D12,18,187,52,0.14,0.67,0.85,0.82,0.24,0.24,0.8
D1,2,82,50,0.26,0.74,0.73,0.79,0.57,0.21,0.43
D7,11,42,38,0.55,0.27,0.89,0.78,0.17,0.7,0.36
D8,15,102,84,0.24,0.99,0.74,0.09,0.73,0.88,0.35
D5,16,38,91,0.68,0.18,0.9,0.08,0.06,0.08,0.24
D12,6,106,120,0.49,0.21,0.05,0.31,0.17,0.45,0.17
D11,12,110,68,0.77,0.29,0.46,0.04,0.18,0.61,0.37
D5,23,119,105,0.95,0.98,0.75,0.5,0.04,0.68,0.34
D4,1,46,75,0.12,0.99,0.58,0.39,0.75,1.0,0.22
D6,3,53,62,0.33,0.79,0.18,0.56,0.98,0.68,0.19
D6,9,221,80,0.32,0.63,0.34,0.3,0.78,0.62,0.56
D3,6,115,79,0.15,0.52,0.32,0.49,0.86,0.99,0.32
D9,23,39,69,0.81,0.97,0.26,0.33,0.01,0.06,0.15
D12,16,118,124,0.76,0.7,0.34,0.2,0.12,0.07,0.23
D11,19,187,80,0.48,0.94,0.51,0.65,0.56,0.56,0.51
D7,5,57,115,0.54,0.32,0.85,0.67,0.98,0.36,0.24
D1,18,174,90,0.06,0.33,0.74,0.83,0.66,0.1,0.48
D7,4,28,38,0.56,0.85,0.84,0.87,0.37,0.31,0.28
D5,9,192,64,0.79,0.15,0.88,0.7,0.15,0.67,0.7
D5,8,206,71,0.57,0.95,0.42,0.69,0.15,0.88,0.6
D2,12,35,61,0.27,0.51,0.35,0.06,0.36,0.09,0.17
D4,18,195,75,0.67,0.93,0.06,0.11,0.71,0.54,0.48
D12,20,33,67,0.36,0.34,0.93,0.81,0.03,0.3,0.26
D6,23,117,37,0.54,0.72,0.07,0.23,0.85,0.67,0.57
D10,5,119,50,0.49,0.48,0.74,0.36,0.94,0.55,0.56
D11,3,75,75,0.38,0.63,0.38,0.15,0.89,0.93,0.25
D7,23,62,121,0.72,0.5,0.95,0.2,0.91,0.04,0.27
D11,2,65,77,0.88,0.97,0.42,0.78,0.02,0.47,0.23
D5,2,89,113,0.01,0.69,0.82,0.26,0.98,0.19,0.29
D9,3,50,62,0.93,0.25,0.28,0.45,0.37,0.54,0.2
D3,4,63,100,0.51,0.91,0.3,0.15,0.87,0.85,0.17
D1,7,137,58,0.7,0.29,0.6,0.68,0.19,0.91,0.53
D4,15,21,46,0.86,0.37,1.0,0.73,0.45,0.4,0.26
D9,21,71,74,0.47,0.1,0.52,0.36,0.04,0.81,0.27
D4,2,56,71,0.83,0.9,0.94,0.78,0.04,0.28,0.31
D2,23,63,110,0.18,0.29,0.79,0.24,0.94,0.01,0.25
D10,11,57,128,0.16,0.26,0.8,0.69,0.81,0.86,0.23
D5,7,240,88,0.66,0.92,0.44,0.73,0.53,0.12,0.57
D3,12,113,35,0.87,0.81,0.39,0.97,0.53,0.02,0.64
D12,3,87,80,0.89,0.14,0.19,0.23,0.75,0.35,0.23
D9,13,54,87,0.64,0.77,0.96,0.09,0.34,0.38,0.29
D4,13,76,102,0.53,0.91,0.96,0.26,0.76,0.08,0.31
D6,12,25,42,0.33,0.08,0.75,0.12,0.49,0.81,0.24
D2,5,78,115,0.98,0.83,0.3,0.17,0.64,0.41,0.18
D6,16,111,59,0.32,0.55,0.25,0.33,0.96,0.49,0.38
D3,3,119,31,0.74,0.67,0.99,0.41,0.47,0.26,0.86
D12,7,187,85,0.53,0.49,0.07,0.9,0.42,0.51,0.41
D12,16,91,74,0.61,0.7,0.84,0.2,0.91,0.77,0.37
D9,2,28,94,0.39,0.03,0.36,0.97,0.9,0.91,0.12
D11,16,96,79,0.96,0.76,0.42,0.81,0.99,0.97,0.3
D2,8,208,81,0.57,0.03,0.83,0.88,0.55,0.43,0.61
D12,1,117,72,0.94,0.46,0.09,0.93,0.34,0.99,0.31
D12,12,114,107,0.01,0.15,0.35,0.75,0.24,0.29,0.26
D9,19,183,96,0.57,0.82,0.95,0.79,0.03,0.01,0.52
D5,1,33,77,0.72,0.31,0.7,0.44,0.73,0.77,0.2
D8,19,184,78,0.75,0.45,0.75,0.51,0.23,0.18,0.56
D2,10,66,92,0.9,0.43,0.76,0.93,0.61,0.05,0.27
D6,21,38,120,0.0,0.77,0.06,0.38,0.92,0.92,0.07
D3,14,28,66,0.0,0.48,0.2,0.04,0.95,0.79,0.11
D12,10,111,81,0.47,0.79,0.49,0.76,0.0,0.1,0.34
D12,22,76,117,0.03,0.07,0.37,0.57,0.32,0.78,0.18
D10,2,47,65,0.97,0.19,0.41,0.81,0.84,0.84,0.2
D5,2,83,47,0.22,0.55,0.78,0.08,0.54,0.91,0.46
D12,11,108,64,0.47,0.95,0.01,0.62,0.81,0.54,0.3
D8,23,87,107,0.06,0.07,0.66,0.25,0.85,0.7,0.27
D10,4,58,119,0.52,0.04,0.0,0.9,0.44,0.76,0.09
D1,19,137,73,0.38,0.16,0.06,0.11,0.36,0.69,0.35
D5,6,99,113,0.04,0.64,0.41,0.84,0.46,0.65,0.23
D3,6,34,36,0.34,0.4,0.84,0.09,0.65,0.55,0.32
D4,12,36,115,0.39,0.83,0.14,0.03,0.37,0.48,0.08
D2,8,215,103,0.99,0.07,0.55,0.24,0.77,1.0,0.48
D9,20,83,41,0.21,0.2,0.68,0.33,0.9,0.34,0.48
D3,12,101,85,0.54,0.3,0.23,0.63,0.28,0.09,0.26
D2,11,65,76,0.99,0.63,0.51,0.13,0.96,0.77,0.25
D10,12,98,45,0.79,0.69,0.91,0.44,0.62,0.21,0.55
D11,23,88,31,0.99,0.12,0.51,0.2,0.88,0.53,0.59
D9,9,245,77,0.97,0.94,0.16,0.86,0.1,0.1,0.6
D7,0,73,56,0.49,0.34,0.63,0.04,0.25,0.62,0.35
D6,7,160,90,0.7,0.71,0.59,0.36,0.32,0.94,0.43
D1,21,55,76,0.11,0.52,0.03,0.63,0.3,0.72,0.14
D5,15,62,94,0.44,0.22,0.09,0.91,0.17,0.21,0.14
D12,12,69,122,0.81,0.85,0.16,0.87,0.87,0.97,0.13
D11,2,20,101,0.51,0.82,0.14,0.9,0.42,0.31,0.06
D11,2,76,45,0.7,0.4,0.26,0.06,0.96,0.44,0.35
D3,23,47,115,0.75,0.59,0.45,0.84,0.58,0.5,0.16
D1,4,101,51,0.25,0.26,0.37,0.78,0.14,0.99,0.42
D4,10,60,105,0.88,0.69,0.89,0.9,0.55,0.07,0.27
D2,6,38,118,0.46,0.31,0.61,0.31,0.99,0.7,0.17
D2,20,69,88,0.21,0.84,0.88,0.91,0.57,0.36,0.3
D3,23,88,63,0.87,0.22,0.53,0.4,0.0,0.08,0.35
D8,9,168,108,0.42,0.01,0.09,0.63,0.93,0.94,0.3
D8,9,203,96,0.75,0.27,0.46,0.42,0.23,0.59,0.46
D12,19,136,109,0.55,0.19,0.82,0.43,0.69,0.75,0.37
D7,1,71,89,0.38,0.51,0.19,0.55,0.52,0.24,0.18
D6,2,71,108,0.81,0.2,0.09,0.36,0.33,0.76,0.14
D9,7,235,73,0.58,0.76,0.33,0.79,0.28,0.83,0.64
D4,10,45,119,0.39,0.24,0.39,0.63,0.93,0.43,0.14
D12,12,109,39,0.11,0.71,0.31,0.69,0.91,0.57,0.55
D1,6,36,107,0.9,0.58,0.14,0.23,0.51,0.97,0.09
D8,12,21,106,0.04,0.99,0.25,0.97,0.26,0.85,0.08
D7,1,46,102,0.86,1.0,0.68,0.66,0.1,0.44,0.21
D7,5,90,77,0.36,0.87,0.39,0.2,0.16,0.66,0.28
D3,8,203,105,0.64,0.76,0.63,0.75,0.52,0.78,0.46
D4,19,247,58,0.92,0.39,0.54,0.17,0.31,0.02,0.86
D10,1,105,52,0.15,0.75,0.55,0.06,0.04,0.59,0.46
D9,17,200,97,0.57,0.96,0.25,0.53,0.46,0.98,0.42
D6,15,92,56,0.76,0.02,0.52,0.55,0.75,0.95,0.39
D5,11,107,122,0.76,0.54,0.02,0.19,0.89,0.83,0.16
D3,6,100,113,0.53,0.22,0.43,0.35,0.59,0.11,0.24
D9,6,90,72,0.62,0.56,0.57,0.95,0.72,0.99,0.33
D5,16,26,121,0.76,0.47,0.18,0.29,0.36,0.61,0.07
D5,12,102,92,0.84,0.58,0.26,0.16,0.5,0.22,0.25
D4,10,103,73,0.76,0.55,0.22,0.99,0.73,0.67,0.29
D4,5,58,69,0.35,0.96,0.07,0.3,0.73,0.86,0.16
D12,22,26,99,1.0,0.55,0.35,0.68,0.42,0.11,0.11
D1,13,44,88,0.43,0.85,0.98,0.23,0.54,0.92,0.27
D7,5,32,115,0.02,0.32,0.35,0.55,0.92,0.92,0.11
D9,5,100,115,0.36,0.44,0.46,0.39,0.63,0.01,0.24
D3,1,117,91,0.13,0.47,0.65,0.96,0.64,0.9,0.35
D12,21,27,74,0.12,0.28,0.65,0.43,0.78,0.95,0.18
D2,19,147,73,0.28,0.38,0.95,0.58,0.12,0.04,0.53
D3,14,79,89,0.05,0.6,0.86,0.94,0.52,0.29,0.32
D1,16,21,95,0.69,0.58,0.79,0.99,0.96,0.37,0.18
D6,7,220,63,0.07,0.64,0.95,0.1,0.36,0.35,0.8
D11,4,67,85,0.2,0.35,0.23,0.83,0.29,0.76,0.18
D11,16,31,125,0.09,0.32,0.62,0.38,0.6,0.36,0.16
D7,19,221,104,0.06,0.61,0.89,0.59,0.22,0.96,0.55
D11,0,47,118,0.27,0.13,0.62,0.38,0.56,0.99,0.18
D11,21,23,119,0.57,0.25,0.98,0.4,0.16,0.32,0.21
D2,17,165,99,0.96,0.04,0.1,0.16,0.58,0.51,0.32
D8,14,22,30,0.88,0.07,0.44,0.57,0.6,0.56,0.21
D6,4,36,100,0.88,0.24,0.98,0.55,0.42,0.58,0.24
D4,6,81,77,0.18,0.02,0.38,0.19,0.38,0.37,0.26
D5,17,191,54,0.26,0.25,0.74,0.54,0.25,0.17,0.77
D8,5,38,63,0.08,0.65,0.03,0.97,0.33,0.05,0.11
D3,21,118,78,0.78,0.06,0.69,0.71,0.5,0.11,0.4
D3,20,99,76,0.07,0.44,0.93,0.48,0.25,0.9,0.4
D11,4,110,79,0.56,0.91,0.38,0.92,0.78,0.28,0.32
D4,18,218,75,0.25,0.79,0.02,0.58,0.71,0.08,0.53
D1,9,185,63,0.24,0.31,0.03,0.14,0.27,0.62,0.53
D9,14,33,107,0.99,0.92,0.89,0.55,0.1,0.08,0.22
D8,9,154,85,0.76,0.33,0.72,0.18,0.0,0.07,0.46
D8,15,23,108,0.84,0.07,0.11,0.77,0.6,0.62,0.06
D10,11,51,111,0.57,0.99,0.05,0.97,0.21,0.59,0.09
D6,17,207,107,0.87,0.87,0.8,0.36,0.01,0.04,0.49
D7,22,84,90,0.65,0.47,0.81,0.43,0.36,0.46,0.32
D6,0,39,103,0.95,0.67,0.12,0.42,0.96,0.44,0.09
D9,15,29,117,0.28,0.67,0.3,0.29,0.69,0.55,0.1
D3,21,53,90,0.6,0.19,0.78,0.79,0.86,0.74,0.25
D3,5,111,56,0.69,0.2,0.53,0.62,0.14,0.28,0.45
D3,2,59,94,0.39,0.47,0.96,0.06,0.07,0.43,0.29
D10,1,52,97,0.88,0.91,0.48,0.84,0.01,0.79,0.18
D3,1,90,38,0.98,0.01,0.68,0.19,0.96,0.92,0.54
D9,12,35,34,0.49,0.78,0.51,0.98,0.3,0.89,0.27
D12,8,227,109,0.39,0.06,0.94,0.38,0.46,0.48,0.55
D4,15,42,72,0.47,0.48,0.4,0.62,0.39,0.52,0.18
D7,4,108,86,0.85,0.64,0.23,0.08,0.73,0.53,0.27
D9,22,70,42,0.65,0.69,0.33,0.34,0.31,0.87,0.36
D11,20,43,40,0.04,0.06,0.85,0.8,0.54,0.84,0.35
D12,6,71,46,0.54,0.42,0.5,0.48,1.0,0.31,0.37
D7,12,56,42,0.02,0.58,0.35,0.9,0.44,0.16,0.3
D9,19,191,76,0.78,0.07,0.54,0.58,0.55,0.38,0.55
D12,23,103,126,0.33,0.14,0.13,0.93,0.5,0.29,0.17
D3,12,115,37,0.47,0.66,0.01,0.98,0.8,0.95,0.55
